,obj_id,area[ha],ativo[ha],coda,mean[$/ha],ecoserv,prob_deforest,price[$]
22326,1217097,993.804,396.3552338,2,3550.333333,0.573552311,0.276305221,3528335.4680000003
2992,186354,535.41,235.52479399999999,2,6596.3,0.57797432,0.738955823,3531724.983
11546,579465,822.735,266.1674011,2,4293.4,0.49371952799999996,0.672977625,3532330.4489999996
16658,870957,870.873,235.8512451,2,4058.45,0.5201039670000001,0.22188755,3534394.527
14162,733852,625.748,23.50712889,2,5649.6,0.584387071,0.97188755,3535225.901
4480,242159,563.08,296.2733185,2,6283.566667,0.457875931,0.6847389559999999,3538150.7189999996
4559,243369,547.013,289.4592102,2,6468.6,0.391628491,0.6851405620000001,3538408.292
21935,1202031,924.007,184.7584717,2,3829.47,0.669937358,0.0562249,3538457.086
11744,598641,1446.47,41.27361394,2,2447.1,0.499171807,0.771084337,3539656.7369999997
6766,308579,1446.47,898.9349242999999,2,2447.1,0.50474844,0.349129853,3539656.7369999997
6010,286275,951.852,571.1967224,2,3720.572727,0.373298196,0.7214311790000001,3541434.5919999997
14111,732616,500.912,138.0655655,2,7075.2,0.596293658,0.6479250329999999,3544052.582
5007,251137,291.124,177.8855667,1,12174.7,0.539736734,0.749665328,3544347.363
6600,298339,881.805,293.98612060000005,2,4019.6,0.330432028,0.7771084340000001,3544503.378
7229,327933,677.953,6.05562744,2,5229.94,0.547736215,0.41526104399999997,3545653.5130000003
12337,674534,400.915,107.69227749999999,2,8846.3,0.618624182,0.657630522,3546614.3639999996
23141,1273189,1004.62,55.30232544,2,3530.5,0.647127655,0.696385542,3546810.91
28341,1629762,1128.87,49.48601684,2,3142.566667,0.568086443,0.603748327,3547549.233
28343,1629764,1128.89,49.48601684,2,3142.566667,0.568086443,0.603748327,3547612.084
7897,383272,506.777,24.66349523,2,7005.4,0.479400469,0.642570281,3550175.5960000004
23430,1281317,842.0,28.51933898,2,4216.4,0.6537717,0.6787148590000001,3550208.8
15235,765768,287.816,166.4468658,1,12339.0,0.617788497,0.721552878,3551361.624
6269,289733,832.935,167.8759155,2,4263.8,0.492469868,0.737617135,3551468.253
11024,542261,652.535,66.15636596,2,5443.233333,0.591131685,0.608433735,3551900.2630000003
5100,255163,707.3889999999999,459.75252989999996,2,5024.62,0.441524071,0.431325301,3554360.917
7363,351471,1418.33,3.190703035,2,2506.3,0.459034371,0.0,3554760.479
17646,905121,1326.46,205.7207794,2,2681.433333,0.5977243729999999,0.18875502,3556814.059
11547,579466,828.56,266.1674011,2,4293.4,0.49371952799999996,0.672977625,3557339.5039999997
16076,835162,871.201,420.27980959999996,2,4084.4,0.53731085,0.341365462,3558333.3639999996
7928,384377,547.013,0.77919426,2,6505.2,0.452948302,0.0,3558428.9680000003
10126,480665,880.02,4.89161023,2,4043.8,0.32262307,0.0,3558624.876
3664,197370,485.07199999999995,63.84594652,2,7338.7,0.638032077,0.8152610440000001,3559797.8860000004
16418,857217,682.1110000000001,136.3868896,2,5219.825,0.502219807,0.36746988,3560500.0510000004
19871,1021231,938.89,390.27831119999996,2,3792.975,0.57020183,0.680722892,3561186.298
22720,1237765,538.9209999999999,60.8227417,2,6611.7,0.7163510190000001,0.710843373,3563183.9760000003
14936,753620,485.62300000000005,228.00512090000004,2,7337.8,0.550185369,0.795180723,3563404.4489999996
19312,993549,485.62300000000005,35.66377601,2,7337.8,0.553447385,0.742971888,3563404.4489999996
16800,874290,626.648,3.30581359,2,5688.7,0.547936446,0.511378849,3564812.478
16801,874291,626.648,3.30581359,2,5688.7,0.547936446,0.511378849,3564812.478
19190,986898,945.334,252.90615240000002,2,3772.5,0.539197616,0.8297188759999999,3566272.515
1618,109294,855.204,35.90054858,2,4171.4,0.6781824590000001,0.19277108399999998,3567397.966
9699,459139,852.587,178.8663483,2,4184.25,0.442649778,0.53145917,3567437.155
3632,196770,497.32099999999997,87.95757215,2,7175.775,0.56722201,0.785140562,3568663.599
12589,681190,382.245,174.4094436,2,9336.6,0.538852311,0.977911647,3568868.667
6434,294427,541.656,58.83522073,2,6589.3,0.448708159,0.36144578299999996,3569133.881
14370,738182,477.94,225.66104130000002,2,7468.0,0.577791246,0.8232931729999999,3569255.92
2794,181431,524.489,18.25053328,2,6809.5,0.695941039,0.0,3571507.8460000004
13561,711350,229.718,22.412588500000002,1,15547.8,0.659603686,0.771084337,3571609.52
4442,241543,558.692,197.1802521,2,6393.366667,0.430828654,0.74497992,3571922.81
15122,761968,418.793,29.20255279,2,8531.5,0.491027348,0.0,3572932.48
5076,254511,904.638,62.32078858,2,3951.157143,0.509236769,0.324497992,3574366.895
14714,750076,1457.75,333.2675293,2,2452.385714,0.573151525,0.721170396,3574965.275
12483,678206,394.499,98.90367888,2,9062.4,0.521334424,0.49799196799999995,3575107.738
8828,408683,1418.33,27.02341824,2,2521.1,0.456429745,0.5742971889999999,3575751.7630000003
20250,1038333,692.2080000000001,159.100409,2,5167.175,0.706299454,0.688353414,3576759.872
16176,839554,1444.36,724.807251,2,2476.7,0.5203102620000001,0.139832055,3577246.412
7186,326349,1140.4,293.46245730000004,2,3137.15,0.447845783,0.323293173,3577605.86
5245,259143,316.493,3.47031631,1,11306.6,0.535403971,0.7510040159999999,3578459.7539999997
9714,460007,832.935,23.55420876,2,4297.1,0.491500428,0.7510040159999999,3579204.9889999996
27412,1553495,510.885,6.2582306,2,7006.5,0.685792504,0.6787148590000001,3579515.753
11026,542263,657.788,66.15636596,2,5443.233333,0.591131685,0.608433735,3580493.568
26857,1508379,328.99199999999996,20.45812836,1,10884.7,0.657964956,0.710843373,3580979.222
28481,1645159,635.557,40.88296508,2,5634.5,0.640361635,0.626506024,3581045.917
23670,1289411,864.7080000000001,170.9411743,2,4141.375,0.654101609,0.573795181,3581080.0939999996
23669,1289410,864.7080000000001,170.9411743,2,4141.375,0.654101609,0.573795181,3581080.0939999996
16686,871182,1310.58,542.7991455,2,2732.5285710000003,0.540351195,0.26506024100000003,3581197.295
7233,327679,879.438,91.84055786,2,4072.7,0.50126799,0.240963855,3581687.143
7224,327677,1400.52,795.2086365,2,2557.4272730000002,0.590701315,0.651749857,3581728.0439999998
24393,1321738,530.336,103.6761353,2,6754.55,0.624482318,0.681124498,3582181.0289999996
176,11535,350.36199999999997,46.29302674,2,10226.43333,0.580598566,0.757028112,3582953.6360000004
42,7685,579.2959999999999,26.894546500000004,2,6188.0,0.491966158,0.710843373,3584683.648
20106,1030497,593.602,44.09424137,2,6043.1,0.55736156,0.0,3587196.2460000003
21233,1138704,487.20599999999996,69.03303529,2,7364.0,0.531605931,0.951807229,3587784.9839999997
2468,173455,885.13,132.3668159,2,4054.1,0.594273331,0.710843373,3588405.5330000003
23221,1275001,1090.89,214.6063477,2,3289.6,0.613878885,0.121942315,3588591.744
23222,1275002,1090.89,214.6063477,2,3289.6,0.613878885,0.121942315,3588591.744
13407,706864,1157.82,296.96806949999996,2,3099.533333,0.5939441560000001,0.212182062,3588701.684
12564,680626,389.13699999999994,45.93908536,2,9225.0,0.59405122,0.8072289159999999,3589788.825
13605,713050,430.973,122.4434021,2,8329.5,0.560345716,0.8259705490000001,3589789.604
5102,255169,860.422,537.3489655000001,2,4173.25,0.43558386299999996,0.53062249,3590756.1119999997
21615,1188149,533.5369999999999,61.50272216,2,6730.725,0.6602747760000001,0.705488621,3591090.8239999996
27078,1532474,477.986,94.58753662,2,7513.3,0.519199593,0.7356091029999999,3591252.2139999997
28170,1611354,1291.74,8.51627044,2,2780.4,0.703530255,0.0,3591553.896
22390,1220567,713.74,141.74360349999998,2,5032.025,0.68190251,0.602911647,3591557.523
516,29949,1445.84,13.638086999999999,2,2484.1,0.44737351200000003,0.0,3591611.144
14634,747756,256.39099999999996,136.28707350000002,2,14008.5,0.487950279,0.8072289159999999,3591653.3230000003
6249,289459,1459.52,944.4515015000001,2,2460.975,0.41887370700000004,0.125593282,3591842.232
9739,460381,1468.51,939.1367736999999,2,2447.1,0.409716934,0.131095812,3593590.8210000005
7935,385051,523.117,2.48640786,2,6871.2,0.511467233,0.710843373,3594441.53
4594,244013,518.005,9.89565734,2,6940.333333,0.438895462,0.949799197,3595127.3680000002
14613,746786,269.835,59.26830294,2,13324.5,0.526779046,0.900937082,3595416.457
15306,770174,1371.42,784.2508849999999,2,2622.2333329999997,0.598063895,0.167579409,3596183.238
13611,713314,404.51,8.13372497,2,8890.7,0.580694806,0.0,3596377.057
9379,444574,1368.61,469.2131012,2,2627.988889,0.539030651,0.314859438,3596691.873
12860,686596,824.3739999999999,77.49169924,2,4363.257143,0.535164225,0.558902276,3596955.744
8017,387649,510.82,14.3071854,2,7042.0,0.475818101,0.0,3597194.44
9740,460382,1470.21,939.1367736999999,2,2447.1,0.409716934,0.131095812,3597750.8910000003
2978,185532,999.561,38.06700895,2,3600.3,0.652340585,0.8152610440000001,3598719.4680000003
6335,290753,1475.92,928.3441406,2,2439.7,0.41094362,0.07114171,3600802.0239999997
14349,737792,359.71,106.3768189,1,10020.0,0.581062316,0.8072289159999999,3604294.2
15925,810960,1057.76,596.543689,2,3407.62,0.526049015,0.172690763,3604444.131
24101,1304344,1009.67,656.2315338,2,3570.833333,0.555699315,0.229533519,3605363.292
15750,780896,486.648,42.01201322,2,7410.8,0.654721111,0.7510040159999999,3606450.998
22738,1239327,900.3889999999999,4.90727806,2,4005.6,0.680179338,0.0,3606598.1780000003
13734,716556,503.48699999999997,57.16504672,2,7163.5,0.565783036,0.787148594,3606729.125
4306,236099,1171.63,702.798468,2,3078.566667,0.523454294,0.289156627,3606941.064
6250,289461,1461.93,913.2574707,2,2467.352632,0.428626739,0.196153033,3607096.833
4655,245121,511.707,164.9758179,2,7049.32,0.432993365,0.88085676,3607186.389
7349,351483,1418.33,513.2728241000001,2,2543.3,0.461939624,0.554886212,3607238.689
15445,772790,1232.03,545.8180907999999,2,2928.1,0.476169037,0.309545876,3607507.043
26455,1456718,978.8580000000001,174.5638306,2,3685.82,0.561210384,0.740963855,3607894.394
16573,868966,757.044,209.281633,2,4770.6,0.603813618,0.36144578299999996,3611554.106
9522,449114,1445.28,72.03795779,2,2498.9,0.511857079,0.710843373,3611610.192
7702,370067,1424.39,25.3717035,2,2535.9,0.516034769,0.0,3612110.6010000003
14203,734346,759.592,279.9586273,2,4756.8,0.613909359,0.712182062,3613227.2260000003
12904,690644,559.808,231.3537018,2,6455.9,0.70092728,0.7510040159999999,3614064.4669999997
12313,673088,556.865,130.9423767,2,6491.48,0.602033209,0.740963855,3614878.01
16890,875559,524.761,40.41085778,2,6890.4,0.546069195,0.0,3615813.1939999997
12397,676688,682.7710000000001,67.74323119,2,5297.54,0.5450226779999999,0.5935742970000001,3617006.683
5623,277691,518.443,161.2821961,2,6979.8,0.547355671,0.737617135,3618628.4510000004
6698,303693,857.3489999999999,423.03717340000003,2,4221.025,0.49354626100000004,0.718875502,3618891.563
5375,265037,634.5740000000001,35.63612366,2,5702.9,0.465843509,0.710843373,3618912.065
19379,999166,254.49099999999999,85.13998033,2,14221.2,0.5387855739999999,0.8072289159999999,3619167.409
11120,545525,523.117,1.02096214,2,6920.0,0.514579554,0.0,3619969.64
13785,719830,346.82300000000004,109.2656692,2,10437.6,0.525774317,0.749665328,3619999.745
12869,688812,577.4540000000001,123.3969574,2,6274.033332999999,0.562493531,0.926372155,3622965.644
8125,391276,779.939,370.4189209,2,4648.36,0.466294909,0.7705106140000001,3625437.25
21225,1137445,241.46099999999998,156.9430038,2,15015.85,0.556430905,0.088353414,3625742.1569999997
6430,294403,548.349,6.23551026,2,6612.9,0.331973065,0.662650602,3626177.102
6835,309507,1482.27,675.5535217999999,2,2447.1,0.5313845460000001,0.6479250329999999,3627262.917
12339,674542,632.765,228.30624080000004,2,5735.975,0.6819712040000001,0.6987951809999999,3629524.2210000004
2382,171809,841.3589999999999,238.83317259999998,2,4315.62,0.535891153,0.36746988,3630985.728
21775,1194203,680.252,12.04418488,2,5338.9,0.616901163,0.7510040159999999,3631797.403
21910,1199617,398.949,5.2358673,1,9103.6,0.591616617,0.670682731,3631872.1160000004
3396,192749,867.638,114.85358889999999,2,4187.1,0.548477089,0.0,3632887.07
11638,589063,880.02,55.02567557,2,4128.5,0.311105964,0.927710843,3633162.57
7968,384890,684.372,70.22059406,2,5309.6,0.446746507,0.0,3633741.5710000005
7967,384889,684.372,70.22059406,2,5309.6,0.446746507,0.0,3633741.5710000005
9067,423628,873.247,182.339444,2,4162.666667,0.54369065,0.702141901,3635036.1789999995
9068,423629,873.255,182.339444,2,4162.666667,0.54369065,0.702141901,3635069.48
14280,736016,606.799,208.6466583,2,5993.4,0.569366049,0.5975903610000001,3636789.127
12439,677668,593.372,344.7022461,2,6129.64,0.5527887779999999,0.534136546,3637156.7460000003
25082,1362064,523.413,80.44227906,2,6949.5,0.708851111,0.5132530120000001,3637458.644
3249,190754,645.289,115.0865875,2,5641.2,0.683869389,0.657028112,3640204.307
12592,681498,394.603,190.3201737,2,9225.0,0.5498399829999999,0.760374833,3640212.675
375,18895,316.58799999999997,14.00849152,1,11501.9,0.5973903420000001,0.5742971889999999,3641363.517
26142,1440496,237.524,28.476043699999998,1,15332.3,0.625977363,0.598393574,3641789.225
6243,289441,1429.49,926.0630553999999,2,2548.992308,0.43922849999999997,0.146586345,3643759.014
16285,846160,519.177,0.423599265,2,7019.6,0.556185946,0.710843373,3644414.869
1056,42984,533.047,124.8505638,2,6837.1,0.464540726,0.642570281,3644495.644
5496,271791,169.544,2.3043747000000003,1,21496.9,0.526008359,0.702811245,3644670.414
25757,1391256,869.579,10.71107178,2,4191.6,0.649789206,0.6927710840000001,3644927.336
25759,1391258,869.592,10.71107178,2,4191.6,0.649789206,0.6927710840000001,3644981.827
12677,683472,702.201,203.43044430000003,2,5193.6,0.6070757920000001,0.548862115,3646951.1139999996
16959,880729,239.623,23.84602701,1,15222.8,0.579572194,0.967871486,3647733.0039999997
20598,1074741,954.199,140.5519195,2,3823.5,0.48394658,0.7349397590000001,3648379.877
20599,1074742,954.2,140.5519195,2,3823.5,0.48394658,0.7349397590000001,3648383.7
5296,260995,376.772,213.3259827,1,9683.475,0.7086312659999999,0.681726908,3648462.2430000002
2101,158379,935.076,1.39508577,2,3901.9,0.635513604,0.0,3648573.0439999998
12781,686460,624.521,272.7936371,2,5843.64,0.551677475,0.345381526,3649475.896
24509,1325725,869.579,24.79852906,2,4197.9,0.650320849,0.7269076309999999,3650405.684
24510,1325726,869.592,24.79852906,2,4197.9,0.650320849,0.7269076309999999,3650460.2569999998
21962,1202651,536.053,90.21051026,2,6810.3,0.726054601,0.738955823,3650681.7460000003
5544,273965,860.827,98.75553895,2,4245.033332999999,0.404783261,0.37550200799999994,3654239.309
165,11423,536.799,20.8883667,2,6807.6,0.468709218,0.7510040159999999,3654312.872
27805,1571382,811.169,160.0807007,2,4505.8,0.630613902,0.473393574,3654965.28
21302,1142556,258.404,73.0550583,2,14145.35,0.501314712,0.65060241,3655215.021
1022,42684,933.2860000000001,430.7148438,2,3916.6,0.38227193600000003,0.29540383800000003,3655307.9480000003
11126,546221,1493.75,0.890400225,2,2447.1,0.5000932220000001,0.0,3655355.625
4046,205788,680.905,251.8595536,2,5370.3,0.52953666,0.645247657,3656664.122
1317,61527,900.253,56.49264797,2,4064.1,0.503911117,0.032128514,3658718.2169999997
2215,160254,683.55,8.89956359,2,5353.8,0.632936462,0.71352075,3659589.99
2216,160255,683.55,8.89956359,2,5353.8,0.632936462,0.71352075,3659589.99
18894,973572,442.37300000000005,124.3726669,2,8274.666667,0.70117406,0.797188755,3660489.117
6697,303689,698.865,114.2056076,2,5238.433333,0.489497171,0.598393574,3660957.711
19680,1012179,1490.71,152.65262909999998,2,2456.966667,0.528890664,0.5408299870000001,3662624.78
4465,241879,1493.75,26.97454532,2,2452.033333,0.48746939799999994,0.772088353,3662724.792
26482,1459554,277.726,32.4496601,1,13188.8,0.695026171,0.6345381529999999,3662872.6689999998
16834,872364,864.523,343.8678833,2,4238.425,0.5301267479999999,0.341365462,3664215.896
16835,872365,864.5260000000001,343.8678833,2,4238.425,0.5301267479999999,0.341365462,3664228.6119999997
27049,1529592,535.41,7.40008926,2,6846.4,0.650541215,0.0,3665631.0239999997
10584,517520,1255.61,3.25699387,2,2920.7,0.571655715,0.0,3667260.127
3667,197441,495.088,160.57191619999998,2,7409.633333,0.573002009,0.8152610440000001,3668420.548
16173,839508,423.949,259.17018889999997,2,8656.48,0.556551021,0.37108433700000004,3669906.04
12758,685374,777.763,81.86921689,2,4718.8,0.534659795,0.9638554220000001,3670108.0439999998
12127,626419,838.995,59.96668548,2,4375.3,0.49358548799999996,0.47389558200000004,3670854.8239999996
23530,1287107,1034.61,10.82625732,2,3550.2,0.607883932,0.0,3673072.422
10747,523141,401.11,21.94764404,2,9158.6,0.592993986,0.787148594,3673606.046
2677,177121,473.282,154.6332489,2,7764.3,0.591681903,0.8152610440000001,3674703.433
26419,1455932,885.13,22.1028122,2,4151.7,0.5856385620000001,0.710843373,3674794.2210000004
27980,1589231,1453.74,122.5396729,2,2528.0,0.614290847,0.62962963,3675054.72
27981,1589232,1453.74,122.5396729,2,2528.0,0.614290847,0.62962963,3675054.72
23438,1281401,398.884,16.40288392,2,9213.6,0.5691630529999999,0.771084337,3675157.622
8109,389974,518.3580000000001,16.4520691,2,7090.8,0.449473326,0.0,3675572.9060000004
14447,742456,392.087,195.2686722,2,9374.666667,0.578506364,0.7801204820000001,3675684.9289999995
13601,712828,449.292,0.843374615,2,8183.1,0.587564007,0.8072289159999999,3676601.365
7867,383152,577.93,76.97379151,2,6362.866667,0.433958237,0.759036145,3677291.5330000003
20066,1029429,519.474,54.98292545,2,7080.1,0.559896475,0.8072289159999999,3677927.867
20067,1029430,519.476,54.98292545,2,7080.1,0.559896475,0.8072289159999999,3677942.028
3481,194081,1171.87,303.9387543,2,3139.4,0.557317954,0.771084337,3678968.6780000003
20660,1078372,1000.78,28.36695252,2,3676.4,0.618975491,0.345381526,3679267.5919999997
5153,255913,1481.22,35.25612182,2,2484.1,0.639144561,0.959839357,3679498.602
9748,461117,1017.62,93.36049573,2,3616.3,0.486271555,0.38353413700000005,3680019.2060000002
10114,480641,713.227,149.04863590000002,2,5160.025,0.313084513,0.7808376359999999,3680269.151
17502,903285,1001.12,249.17417149999997,2,3676.4,0.608465273,0.00669344,3680517.568
20356,1046292,288.214,61.50575412,1,12770.3,0.549476549,0.34939759,3680579.244
6242,289437,1484.92,929.6089416000001,2,2478.718182,0.411236785,0.115993385,3680698.203
16206,840074,1473.07,497.8766541,2,2498.9,0.537239094,0.103664659,3681054.623
22448,1223677,883.9910000000001,383.5930572,2,4166.4,0.604700602,0.631191432,3683060.102
15536,775408,609.089,327.1567566,2,6047.35,0.56157945,0.631191432,3683374.3639999996
14348,737788,315.322,184.6823685,1,11684.66667,0.564110565,0.78313253,3684432.463
2703,176759,837.88,544.6212097,2,4399.4,0.589647314,0.21184739,3686169.272
2363,171619,1286.19,86.79920958,2,2866.7,0.503688834,0.47389558200000004,3687120.873
5086,254803,536.799,141.11402130000002,2,6872.5,0.46375567100000004,0.870147256,3689151.128
366,17893,1047.01,4.96362916,2,3523.8,0.525773175,0.297188755,3689453.838
4233,233273,1495.16,746.1147766,2,2467.6555559999997,0.514863286,0.69535284,3689539.88
17366,901851,1000.78,13.38466796,2,3687.4,0.6753090070000001,0.345381526,3690276.172
21644,1189951,913.1160000000001,208.5168595,2,4041.5,0.612106045,0.600401606,3690358.314
19378,999165,259.553,85.13998033,2,14221.2,0.5387855739999999,0.8072289159999999,3691155.124
1148,44136,268.971,36.54827955,2,13727.1,0.603988532,0.771084337,3692191.814
18845,971611,508.269,15.87194999,2,7270.0,0.588790233,0.718875502,3695115.63
21646,1190373,660.74,9.06730958,2,5592.9,0.7221010440000001,0.457161981,3695452.7460000003
14392,739642,500.038,92.76448212,2,7391.0,0.557385789,0.7855421690000001,3695780.858
15814,787520,1427.11,164.83763430000002,2,2590.166667,0.550580349,0.71686747,3696452.752
17910,917079,656.2819999999999,1.57983706,2,5635.1,0.584082556,0.0,3698214.6980000003
17911,917080,656.283,1.57983706,2,5635.1,0.584082556,0.0,3698220.333
5370,264401,525.19,73.70608901,2,7041.7,0.484571043,0.710843373,3698230.423
15741,780832,443.305,97.98629913,2,8343.9,0.691655285,0.746987952,3698892.59
2301,170109,1198.95,66.04709434,2,3087.3,0.618251813,0.75502008,3701518.335
12302,672552,681.5239999999999,126.4163178,2,5431.98,0.586911749,0.8538152609999999,3702024.738
24745,1342969,325.517,86.85079191,2,11379.3,0.545631772,0.75502008,3704155.598
2664,176761,837.956,544.6716339,2,4420.68,0.589756948,0.273538599,3704335.33
1276,57566,933.2860000000001,108.39607930000001,2,3969.7,0.40025661100000004,0.251004016,3704865.434
2453,172175,1507.92,61.15916748,2,2457.2333329999997,0.698734567,0.384203481,3705311.288
18719,965749,508.269,21.9380579,2,7292.0,0.582452106,0.0,3706297.548
14867,752616,291.143,97.24321137,2,12732.4,0.583608748,0.789156627,3706949.133
11706,593414,857.3489999999999,10.81046649,2,4326.9,0.505313653,0.40562249,3709663.3880000003
5501,272019,187.68,12.05809784,1,19767.3,0.529720535,0.771084337,3709926.8639999996
10958,537033,1217.82,97.9584686,2,3046.5,0.7128330959999999,0.172690763,3710088.63
14047,729602,249.908,160.45500330000002,1,14846.9,0.55835386,0.738955823,3710359.085
1464,91719,1421.91,49.11779786,2,2609.9,0.664700369,0.0,3711042.909
10656,520037,357.496,1.55720138,1,10382.1,0.674161295,0.0,3711559.222
7641,369286,1437.58,62.24697878,2,2581.944444,0.649327219,0.750502008,3711751.6939999997
8846,408272,1418.33,34.20831798,2,2617.3,0.455509661,0.7269076309999999,3712195.1089999997
4639,244843,526.569,53.97161559999999,2,7054.2,0.46088596600000004,0.959839357,3714523.04
6961,317667,574.403,35.09051325,2,6471.3,0.45251818,0.0,3717134.1339999996
16369,851326,422.923,11.07807005,2,8790.266667,0.509430147,0.429718876,3717605.9489999996
13819,720902,260.51099999999997,151.5119339,2,14277.4,0.49742848100000003,0.8072289159999999,3719419.751
27180,1538513,625.438,46.74685668,2,5947.0,0.664023415,0.8433734940000001,3719479.7860000003
15921,810168,735.7,384.200238,2,5056.333333,0.5396244689999999,0.786345382,3719944.433
19466,1001535,579.2919999999999,330.1931702,2,6422.675,0.577659915,0.9116465859999999,3720604.2460000003
21617,1188355,909.7230000000001,11.94407958,2,4089.9,0.618743454,0.621686747,3720676.098
15087,759230,306.941,11.95229338,2,12126.85,0.54916698,0.86746988,3722227.466
18499,959326,781.72,25.42597963,2,4761.6,0.5643008070000001,0.7911646590000001,3722237.952
18498,959325,781.721,25.42597963,2,4761.6,0.5643008070000001,0.7911646590000001,3722242.7139999997
2619,176361,520.508,235.82647250000002,2,7152.5,0.556649124,0.818273092,3722933.47
22135,1206935,847.4060000000001,48.47845458,2,4393.7,0.636390968,0.648594378,3723247.742
9442,445853,1484.21,56.29981692,2,2508.7666670000003,0.5136146070000001,0.774431058,3723536.5739999996
9441,445852,1484.21,56.29981692,2,2508.7666670000003,0.5136146070000001,0.774431058,3723536.5739999996
14437,741652,344.189,124.95446629999999,1,10823.0,0.580792667,0.297188755,3725157.547
223,13591,765.51,260.2665009,2,4866.5,0.31246272199999997,0.70854848,3725354.415
24265,1315513,620.096,0.07450084,2,6008.6,0.6017458920000001,0.0,3725908.8260000004
24172,1308137,620.096,15.21662292,2,6008.6,0.6040810839999999,0.654618474,3725908.8260000004
14302,736450,390.23800000000006,115.5786705,2,9550.8,0.560274606,0.861445783,3727085.09
14430,741614,508.269,103.6688843,2,7336.0,0.588353755,0.7650602409999999,3728661.3839999996
5385,265771,654.064,31.25189514,2,5702.9,0.46711065700000004,0.6345381529999999,3730061.586
6245,289445,1472.04,862.4473328,2,2534.255556,0.437933206,0.22026567800000002,3730525.548
14648,748506,268.881,174.6134705,2,13876.5,0.53806359,0.672690763,3731127.1960000005
12641,681858,189.542,123.1812386,1,19691.2,0.5610624470000001,0.13253012,3732309.43
25737,1391189,869.579,44.59359742,2,4292.4,0.667935146,0.425702811,3732580.9
25738,1391190,869.592,44.59359742,2,4292.4,0.667935146,0.425702811,3732636.7010000004
737,35446,240.232,5.56376152,1,15538.7,0.6128802870000001,0.0,3732892.978
736,35445,240.238,5.56376152,1,15538.7,0.6128802870000001,0.0,3732986.211
15531,774282,294.258,9.60540466,1,12687.8,0.641116427,0.0,3733486.652
15295,769330,429.55699999999996,87.85648648,2,8694.566667000001,0.553419349,0.7911646590000001,3734811.974
11487,574246,1228.99,165.46987909999999,2,3039.1,0.49570063200000003,0.710341365,3735023.5089999996
19533,1010344,1081.78,560.2647034,2,3453.68,0.531003322,0.304216867,3736121.95
23223,1275064,1122.25,223.830127,2,3330.3,0.637416686,0.050200802999999995,3737429.175
23224,1275065,1122.25,223.830127,2,3330.3,0.637416686,0.050200802999999995,3737429.175
14626,747886,268.444,159.0989716,2,13924.5,0.473991781,0.983935743,3737948.478
19077,978244,294.258,138.59413,2,12704.0,0.645921631,0.738955823,3738253.6319999998
13430,707084,959.1669999999999,39.66711159,2,3897.5,0.58842085,0.506024096,3738353.383
14154,733754,734.132,164.7443482,2,5092.8,0.651563553,0.8313253009999999,3738787.45
15137,764316,1385.93,132.8553497,2,2698.7,0.5108131579999999,0.183400268,3740209.291
19488,1002441,758.9939999999999,11.058471699999998,2,4927.9,0.592320261,0.8072289159999999,3740246.5330000003
21814,1194983,936.441,43.26074218,2,3995.328571,0.653126702,0.593373494,3741389.483
6097,287243,1495.4,962.3142333999999,2,2502.188889,0.41066364,0.46771702200000004,3741773.264
26649,1474686,239.225,19.92058106,1,15645.4,0.658655291,0.702811245,3742770.815
27895,1582902,239.225,0.79834724,1,15645.4,0.656719347,0.0,3742770.815
9371,444328,1483.54,384.4680847,2,2522.95,0.534930124,0.815763052,3742897.2430000002
5618,277569,540.339,22.05173951,2,6927.8,0.575642071,0.6854083000000001,3743360.5239999997
15549,776056,626.572,325.7704193,2,5975.1,0.567177837,0.7911646590000001,3743830.357
13952,726342,525.385,1.123695105,2,7125.9,0.711549103,0.0,3743840.9710000004
9372,444329,1483.96,384.4680847,2,2522.95,0.534930124,0.815763052,3743956.8819999998
4440,241529,544.515,21.13442078,2,6877.3,0.5145796260000001,0.6345381529999999,3744793.01
26471,1458214,284.927,29.86458265,1,13143.4,0.658663248,0.7510040159999999,3744909.5319999997
2596,175857,485.662,6.267645285,2,7711.1,0.5651146229999999,0.8152610440000001,3744988.248
22696,1237071,364.022,55.61221314,1,10292.1,0.568200598,0.6880856759999999,3746550.8260000004
19618,1012173,1490.71,128.31833500000002,2,2513.7,0.527502399,0.172690763,3747197.727
16636,870777,1534.1,465.97600710000006,2,2443.4,0.488599405,0.23804308100000002,3748419.94
26252,1444730,575.786,33.0251587,2,6510.3,0.6546528939999999,0.702811245,3748539.5960000004
9782,461747,1530.47,788.8087524,2,2450.06,0.419452858,0.167527252,3749743.328
9781,461746,1530.47,788.8087524,2,2450.06,0.419452858,0.167527252,3749743.328
24249,1315036,1060.37,98.13652344,2,3536.6,0.551024803,0.42168674700000003,3750104.542
12656,682082,182.227,50.36027908,1,20583.7,0.562221,0.0,3750905.9
27690,1566737,1171.85,104.6634033,2,3201.15,0.627024398,0.571619813,3751267.628
16637,870778,1535.47,465.97600710000006,2,2443.4,0.488599405,0.23804308100000002,3751767.398
7257,332751,699.19,445.1930267,2,5368.0,0.46594165600000004,0.725568942,3753251.92
7985,386440,1493.75,498.8343811000001,2,2512.642857,0.49342495700000005,0.673192771,3753260.268
8454,399542,300.147,189.86130369999998,1,12511.1,0.471568671,0.469879518,3755169.1319999998
8453,399541,300.147,189.86130369999998,1,12511.1,0.471568671,0.469879518,3755169.1319999998
